"JP105F7W"	"JP51F7W"	"JP64F7W"	"JP66F7W"	"JP77F7W"	"JP166F7W"	"JP258F7W"	"JP257F7W"	"JP190F7W"	"JP23F7W"	"JP31F7W"	"JP117F7W"	"JP110F7W"	"JP411F7W"	"JP124F7W"	"JP104F7W"	"JP136F7W"	"JP9F7W"	"JP260F7W"	"JP81F7W"	"JP10F7W"	"JP403F7W"	"JP401F7W"	"JP129F7W"	"JP133F7W"	"JP20F7W"	"JP106F7W"	"JP103F7W"	"JP146F7W"	"JP45F7W"	"JP165F7W"	"JP48F7W"	"JP205F7W"	"JP83F7W"	"JP410F7W"	"JP119F7W"	"JP24F7W"	"JP221F7W"	"JP108F7W"	"JP78F7W"	"JP112F7W"	"JP116F7W"	"JP16F7W"	"JP409F7W"	"JP160F7W"	"JP3F7W"	"JP18F7W"	"JP131F7W"	"JP111F7W"	"JP107F7W"	"JP259F7W"	"JP39F7W"	"JP222F7W"	"JP22F7W"	"JP118F7W"	"JP97F7W"	"JP38F7W"	"JP187F7W"	"JP132F7W"	"JP201F7W"	"JP76F7W"	"JP102F7W"	"JP5F7W"	"JP59F7W"	"JP151F7W"	"JP88F7W"	"JP30F7W"	"JP43F7W"	"JP82F7W"	"JP67F7W"	"JP71F7W"	"JP162F7W"	"JP27F7W"	"JP120F7W"	"JP84F7W"	"JP123F7W"	"JP121F7W"	"JP156F7W"	"JP139F7W"	"JP114F7W"	"JP21F7W"	"JP11F7W"	"JP13F7W"	"JP223F7W"	"JP86F7W"	"JP2F7W"	"JP155F7W"	"JP1F7W"	"JP154F7W"	"JP159F7W"	"JP182F7W"	"JP12F7W"	"JP15F7W"	"JP202F7W"	"JP141F7W"	"JP406F7W"	"JP89F7W"	"JP19F7W"	"JP101F7W"	"JP184F7W"	"JP53F7W"	"JP186F7W"	"JP185F7W"	"JP85F7W"	"JP17F7W"	"JP98F7W"	"JP75F7W"	"JP33F7W"	"JP25F7W"	"JP163F7W"	"JP169F7W"	"JP74F7W"	"JP55F7W"	"JP130F7W"	"JP183F7W"	"JP58F7W"	"JP170F7W"	"JP4F7W"	"JP44F7W"	"JP72F7W"	"JP224F7W"	"JP79F7W"	"JP152F7W"	"JP137F7W"	"JP87F7W"	"JP153F7W"	"JP29F7W"	"JP99F7W"	"JP172F7W"	"JP157F7W"	"JP138F7W"	"JP63F7W"	"JP173F7W"	"JP191F7W"	"JP253F7W"	"JP52F7W"	"JP6F7W"	"JP206F7W"	"JP158F7W"	"JP70F7W"	"JP181F7W"	"JP192F7W"	"JP56F7W"	"JP57F7W"	"JP54F7W"	"JP174F7W"	"JP60F7W"	"JP73F7W"	"JP177F7W"	"JP62F7W"	"JP179F7W"	"JP189F7W"	"JP188F7W"	"JP69F7W"	"161FW6"	"454FW6"	"455FW6"	"451FW8"	"109FW7"	"113FW7"	"8FW6"	"402F7W"	"198FW7"	"145F7W"	"454FW8"	"199FW7"	"171FW6"	"144F7W"	"164FW6"	"65FW7"	"68FW7"	"200FW7"	"455FW8"
"New.0.ReferenceOTU116"	0	0	0	3	1	1	460	877	1359	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1816	0	0	0	0	1	0	0	0	2	1	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	2501	0	0	0	0	0	0	3	0	0	638	0	1	0	1	0	1	0	0	0	2	1	1142	1	0	0	0	0	1789	1270	2008	0	1	0	1	1	2817	1753	0	1559	0	0	3	1	0	1	1880	418	0	0	666	500	383	199	504	0	0	521	0	574	612	0	0	0	0	131	207	539
"321735"	0	9	0	0	2	7	140	563	2	0	10859	0	1	2	2	0	0	4	0	0	0	0	0	0	1	0	0	2	0	0	3	0	353	1546	0	1823	0	0	0	2	2	0	1075	1	0	0	10638	0	1	0	1	0	2	7798	1184	1134	1	0	0	1	1	0	0	3	2	0	8610	0	3437	0	5	1	2671	2226	3079	0	1198	1	6	0	1	0	1524	0	0	0	0	0	2	1	1	1	11	0	2	6382	1	4733	0	0	1	0	0	2977	6684	757	0	11647	0	0	2	4	3	0	1	0	2	2	0	3	1	0	1	0	1	2	4994	138	1	1	2	1	2	0	1899	1	0	984	0	1	0	1	2	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"185550"	0	3	1	1	1	746	255	153	547	289	3	0	0	2	0	0	0	3569	1	0	2837	691	0	0	0	1853	0	0	0	1	1646	0	220	1199	1	2371	95	3489	2	0	0	0	7	0	1851	0	0	1	0	0	1	236	2193	1	1064	192	211	0	1	2	1	0	1	1	1	2613	2	0	1638	1	2	1482	1	2224	1966	0	1315	0	0	0	0	2091	8	886	1346	0	0	0	0	1231	0	1031	4416	1	0	4616	1	1	0	0	0	0	0	2156	0	250	1	2	53	1871	473	0	0	0	1	1	346	3	0	2	3291	1	1	0	1892	0	0	233	198	0	2	1	328	1	84	0	0	908	0	0	1	1	0	0	3	577	7	0	2	1	0	599	174	0	1	100	105	1	0	1	0	0	1	0	200	0	101	0	120	0	0	56	206
"177414"	0	0	0	0	0	121	12	11	93	42	0	0	1	0	0	0	0	519	0	3	356	41	0	1	0	244	1	0	0	0	306	0	21	100	0	303	12	203	0	0	0	0	3	0	355	0	0	0	1	0	0	35	128	0	130	31	26	0	1	0	0	1	0	0	0	424	0	0	133	0	1	292	0	285	155	0	186	0	0	0	0	295	2	75	98	1	1	0	1	252	0	108	858	0	0	359	1	0	0	0	0	0	1	203	1	26	0	0	14	385	60	0	0	0	1	1	34	0	0	0	233	0	0	0	147	1	0	21	15	0	1	1	43	0	8	0	0	67	0	0	0	0	1	0	0	64	0	0	0	0	0	117	42	0	1	17	29	0	0	0	0	0	0	0	18	0	6	0	26	0	0	12	29
"801260"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	55	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	451	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	239	0	0	0	438	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"176154"	0	0	17	7	8	23	1	0	0	0	0	0	0	3	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	2	0	1	6	42	0	0	0	0	16	33	6	0	0	0	0	0	8	0	0	0	0	0	0	2	0	5	0	14	9	0	0	0	0	0	0	0	0	0	2	0	6	4	0	0	0	34	0	0	23	17	20	0	0	34	2	11	0	0	59	0	8	7	0	0	36	0	2	13	5	0	23	21	0	0	3	0	8	10	23	9	0	3	15	0	8	37	41	12	21	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
"New.0.ReferenceOTU278"	0	1	82	14	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	22	57	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	34	0	0	0	1	21	7	0	0	5	1	0	0	75	0	2	0	0	0	1	0	0	0	1	0	13	0	0	0	1	0	1	2	37	2	0	0	21	0	2	21	64	2	19	0	0	0	0	2	0	0	5	0	1	0	0	7	0	1	14	0	0	0	15	13	1	0
"320169"	1	30	1590	1275	1569	42	194	172	1	1	0	0	0	2	0	0	1	0	1	102	2	497	0	0	0	2	0	0	0	0	14	1	381	1196	0	1	0	0	0	993	0	0	1	1	15	2795	233	2099	1	3	1	149	1	5	0	582	147	596	2	0	118	1	2042	593	501	436	2	3	2114	545	345	65	1	1	1353	2	0	318	1	0	1	1	1	0	216	2365	945	1306	621	13	517	1	0	0	0	1	1568	7	0	79	3624	2054	423	1905	22	1400	515	2	0	76	450	266	3853	1396	1650	241	724	2625	3	463	1	754	489	0	181	1679	0	456	434	431	0	1519	792	1	123	623	1029	671	588	281	2643	0	502	398	414	236	1784	490	955	1428	652	1	0	0	328	195	106	124	81	691	2	0	0	0	104	0	205	0	77	688	829	0	189
"New.0.ReferenceOTU188"	0	0	68	76	70	0	7	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	40	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	13	2	1	0	0	3	0	0	28	14	0	0	1	1	71	34	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	33	0	21	0	1	0	0	0	0	0	0	0	0	0	151	4	0	1	0	33	26	0	0	0	24	30	88	0	1	11	19	0	0	34	0	43	27	0	0	38	0	25	22	15	0	82	68	0	0	43	0	1	19	23	28	0	21	44	25	19	160	53	31	123	8	0	0	1	23	5	4	4	0	8	0	0	0	0	4	0	19	0	6	106	38	0	8
"New.0.ReferenceOTU248"	0	0	136	21	51	6	11	4	1	0	0	0	0	0	0	0	0	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	93	0	0	0	0	3	157	8	0	0	0	0	6	0	0	0	22	0	17	0	1	8	0	121	21	15	33	0	0	103	15	12	2	0	0	87	0	0	16	0	0	0	0	0	0	33	105	47	35	23	0	8	0	0	0	0	0	59	0	0	4	72	48	25	136	1	60	8	0	0	3	46	10	112	0	85	10	53	173	0	12	0	17	11	0	8	65	0	18	27	22	0	36	61	0	4	24	111	0	32	6	81	0	20	21	24	16	73	19	36	44	61	0	0	0	9	3	2	1	4	20	0	0	0	0	12	0	19	0	3	71	37	0	13
"192316"	0	0	0	0	0	0	0	0	13	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	29	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	45	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"173852"	0	0	0	0	0	1	0	0	174	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	301	1	0	2	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0	1062	0	0	0	0	0	0	0	0	0	333	96	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU320"	0	12	30	76	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	91	26	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	29	34	1	0	0	8	8	0	0	57	0	31	4	0	0	23	0	0	14	2	0	72	53	0	0	1	0	1	3	31	11	1	0	7	0	35	80	48	7	105	12	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0
"New.0.ReferenceOTU265"	0	3	68	69	58	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	9	29	1	0	0	0	39	24	0	0	0	0	0	0	12	0	0	1	0	0	0	0	1	60	0	27	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	1	38	0	0	0	11	18	34	0	54	10	16	0	0	44	0	32	16	0	0	88	0	0	4	6	0	76	29	0	1	1	0	7	4	29	72	1	0	15	0	8	95	34	29	96	24	0	0	0	12	5	5	8	0	10	0	0	0	0	1	0	4	0	2	65	22	0	6
"New.0.ReferenceOTU39"	0	0	95	36	77	393	5	6	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	67	153	0	0	0	0	81	0	0	0	0	0	0	0	99	0	0	0	0	0	0	1	0	182	0	96	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	147	2	12	0	94	46	71	0	0	2	0	80	58	0	0	155	0	2	47	57	0	144	189	1	0	5	0	0	59	0	77	0	1	33	1	71	171	0	83	132	223	0	0	0	15	11	20	8	0	21	0	0	0	0	15	0	32	0	9	64	30	0	23
"177533"	0	0	0	0	0	1	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	58	25	0	0	730	573	598	0	278	0	0	761	0	76	927	0	0	0	0	0	368	109
"262752"	0	0	1	0	0	1	81	149	0	0	0	0	0	0	0	0	0	1	2084	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1765	0	0	0	0	129	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	156	0	0	51	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	271	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	1	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	1089	372	0	0	0	0	54	1	0	0	0	0	241	0	80
"3231096"	0	0	1	0	0	374	0	0	1615	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	1	1875	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	687	6	0	0	0	0	0	0	0	1	1	1	5	0	2	1	1	1	0	1898	0	0	1125	0	0	0	0	2	0	0	0	0	2	0	1	1	0	0	1	0	0	2	0	0	0	0	1619	0	0	2	0	7	0	1	0	2	1	1	1541	0	1	0	1	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	5	2109	2	246	0	0	0	0	2	2687	391	0	415	3	2	0	1	1	0	1753	695	0	0	344	231	1	0	1	1	0	1	0	109	1	0	0	0	0	0	0	245
"197038"	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	86	12	0	64	0	0	0	0	41	0	0	0	1	61	40	0	47	4	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	1	11	0	0	0	26	5	0	0	84	0	0	0	0	0	273	0	0	35	0	0	151	0	0	41	0	0	0	0	0	1	47	0	0	0	0	0	0	0	21	0	24	0	3	0	0	198	0	0	0	0	0	0	99	0	9	0	0	0	102	11	0	0	0	0	0	7	0	1	0	0	0	0	0	59	0	0	9	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"New.0.ReferenceOTU156"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	191	0	0	130	0	0	0	0	80	0	0	0	1	4	1	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	21	0	1	0	2	13	0	0	5	0	0	0	0	0	34	0	0	1	0	0	9	0	0	2	0	0	0	0	0	0	128	1	0	2	0	0	0	0	2	0	48	0	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	0	1	6	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	21	0	75	0	0	0	0
"New.0.ReferenceOTU125"	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	72	0	0	0	0	0	0	0	1	46	133	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	159	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	153	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	1	0	9	0	200	0	0	108	0
"187028"	0	1	0	0	0	2	13	24	0	349	1	0	0	473	0	1	0	1144	1102	1	834	0	0	0	1	674	0	0	0	8	1484	232	227	123	732	0	953	0	2	0	1	0	1185	507	1928	1	1	1	0	0	683	401	0	809	1	167	711	0	0	296	0	0	1	1	1	1080	35	365	127	0	0	1850	109	1	151	0	0	0	0	0	457	528	791	1	20	0	0	0	1	1167	0	208	1625	49	0	1	676	1	0	0	1	1	0	301	0	52	0	0	1140	1858	32	0	0	0	0	0	13	0	1114	0	0	0	1	0	179	1	504	50	4	2	0	1	67	3	29	0	0	67	3	1	0	1	1	0	1	55	0	1	0	0	1	1	0	0	69	1	0	0	0	1	0	0	0	0	3	0	143	0	318	0	0	381	1
"277364"	1	1	0	1	0	0	29	76	1	1094	3	0	0	1409	0	1	0	3764	2463	0	3086	0	1	3	0	2467	0	0	0	37	4570	817	852	342	2738	0	3323	1	0	0	0	0	3889	2136	6801	2	5	1	0	0	2002	1380	0	2201	3	488	3120	0	0	1131	0	0	0	2	3	3012	90	1897	303	0	0	5762	246	3	375	0	3	1	0	0	1139	1761	2375	0	45	0	0	0	1	3809	0	603	4368	179	0	3	2700	0	0	1	0	0	1	746	0	114	1	2	3649	5998	105	0	1	1	0	0	62	2	5612	1	0	1	1	0	482	2	1528	141	8	3	1	1	229	0	89	2	2	216	0	0	0	4	2	0	0	183	2	1	1	1	0	1	1	0	540	15	5	1	0	1	0	0	0	0	5	1	824	0	3025	0	0	2948	12
"190976"	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	121	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"183958"	0	0	0	0	0	0	0	0	1555	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2101	0	1	0	0	1	0	0	3064	2	0	0	0	0	0	1	1	0	885	424	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"174573"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"182945"	0	0	0	0	1	449	2527	1235	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	1	1	1	0	0	2	0	4	0	391	0	1	0	0	450	1	1	0	1	1500	1	0	0	1	0	0	4284	1511	0	0	3	1	0	1627	1	0	0	0	1	0	1465	0	0	0	1	0	1	1	0	1659	0	2408	1	0	0	0	0	0	0	0	27	0	0	3064	0	1	0	344	1	0	0	0	0	1	842	703	0	0	1419	1	2	1	1725	0	0	1262	0	0	390	0	3863	1	727	0	0	2	1	1	1588	0	1	1586	1229	1	0	1887	2153	1130	1	0	2557	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"38278"	1	5	0	1	1	494	2776	1301	1	0	0	1	2	1	1	0	1	1	3	0	1	0	0	0	2	0	0	0	1	0	0	3	0	1	1	1	0	0	0	0	0	1	0	2	1	1	431	2	1	0	1	499	0	1	0	1	1481	0	0	0	0	1	0	4634	1711	2	2	2	2	0	1820	1	0	3	1	1	0	1547	1	1	0	0	0	0	4	0	1793	0	2477	1	1	0	1	0	1	2	0	51	0	0	3495	1	0	0	466	1	1	0	2	1	1	960	901	0	1	1504	0	2	0	1811	0	0	1231	0	2	450	1	4285	1	705	0	0	2	1	0	1738	0	1	1781	1273	2	5	2046	2439	1300	0	2	3046	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"190835"	0	0	0	0	1	37	62	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	161	34	0	0	0	0	0	91	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	47	0	19	0	0	0	0	0	0	0	0	1	0	0	43	0	0	0	8	0	0	0	0	0	0	48	60	0	0	48	0	0	0	95	0	0	22	0	0	5	0	59	0	22	0	0	0	0	0	26	0	0	17	57	0	0	15	70	36	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU9264"	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU159"	0	0	0	3	1	62	7	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	118	184	0	0	0	0	2	181	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	149	0	135	0	0	0	0	0	0	0	0	0	0	0	71	0	0	1	0	0	0	0	0	0	1	87	20	0	3	58	0	0	0	263	0	2	65	0	0	41	0	6	4	41	0	3	4	0	1	5	0	0	58	167	3	1	0	132	8	0	1	311	0	0	2	0	0	0	1	2	3	4	0	9	0	0	0	0	0	3	1	0	0	0	5	1	3
"273208"	0	0	0	0	0	0	799	644	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	871	0	0	1	1	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	923	0	0	0	0	1	0	218	716	0	0	0	0	0	0	490	1	855	0	0	0	1	0	0	0	0	0	0	232	216	0	42	165	0	0	0	0	301	0	0	0	0	0	74	1	290
"182893"	0	1	250	301	72	276	37	30	1	1	0	0	0	65	0	0	1080	0	0	1	0	0	0	0	536	0	0	0	0	0	352	0	318	0	102	1	0	0	0	1	1	0	2	27	585	0	0	0	0	0	1	1	1	0	1	87	0	0	942	0	14	1	1	109	779	73	0	1	0	295	480	433	0	0	1	0	0	99	0	0	0	0	0	1	38	0	140	0	380	321	0	2	0	0	0	2	0	0	0	190	3	417	201	1	0	59	525	3	0	522	455	424	0	0	983	214	452	0	0	782	2	138	237	0	46	476	1	15	173	264	0	436	557	0	112	197	1	625	436	442	114	0	30	431	16	296	558	694	234	439	254	2	0	0	46	0	0	0	0	0	0	0	0	0	0	1	57	0	53	152	44	20	0
"180405"	0	0	106	98	45	107	18	16	1	0	0	1	0	20	0	0	174	0	0	0	1	0	0	0	81	2	0	1	0	0	115	0	76	0	29	0	0	0	0	0	0	0	0	12	246	2	0	1	0	1	1	0	0	0	0	28	0	0	125	1	2	0	0	59	301	34	1	1	0	136	192	176	0	0	0	0	0	43	0	0	1	1	0	1	12	1	46	1	144	137	2	1	0	1	0	0	1	0	0	52	0	100	75	2	1	42	217	0	1	203	163	156	1	0	364	97	136	1	2	408	1	63	106	0	16	176	0	11	66	90	0	134	179	0	20	80	0	122	130	174	51	0	10	180	13	131	199	255	107	206	137	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	23	19	8	3	0
